Age,Department,Study_Hours_Per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
19,Engineering,3.7,56.27,63.1,66.26,76.37,62.93,46.3,70.03,66.88,D
18,Engineering,4.0,61.55,79.2,81.98,80.17,61.61,59.8,66.69,76.35,B
18,Business,2.1,75.64,65.08,62.68,74.88,73.09,67.2,76.74,69.46,C
23,Business,5.5,78.49,74.16,75.54,100.0,38.77,78.7,98.7,78.8,A
22,Business,7.5,73.66,68.72,43.44,93.03,91.37,85.3,83.43,75.06,B
20,Business,6.3,78.72,76.86,55.79,62.96,77.65,80.5,90.76,73.48,B
19,Business,6.0,75.78,83.41,60.53,50.95,72.56,62.2,68.26,69.41,C
20,CS,4.1,73.57,81.27,76.56,77.17,92.06,58.2,59.24,78.4,A
19,Business,5.2,94.22,61.59,61.31,55.29,93.01,77.5,58.82,69.19,C
19,CS,2.8,60.8,61.83,62.42,88.77,71.91,74.8,59.78,70.05,C
21,Mathematics,8.2,78.29,52.95,83.78,69.05,64.93,40.2,70.63,71.0,C
22,Engineering,5.5,94.11,73.24,67.27,65.71,75.08,61.7,69.23,71.79,C
21,Business,6.9,65.58,43.92,71.94,47.54,68.01,61.5,84.85,65.78,D
21,Mathematics,2.6,78.91,66.93,59.99,58.88,84.97,46.5,96.64,68.57,C
21,Engineering,5.0,95.28,53.95,59.78,81.7,62.36,69.2,65.61,66.31,D
21,Engineering,3.7,83.06,50.84,44.08,75.15,87.93,55.6,74.85,62.75,F
22,Business,3.8,94.19,59.62,73.02,63.92,65.72,59.6,57.99,66.94,D
21,CS,5.1,62.76,70.29,72.09,44.87,70.67,83.6,57.6,69.69,C
23,Mathematics,3.6,76.53,48.84,86.42,86.71,65.25,60.5,55.35,71.87,C
18,Engineering,4.3,100.0,77.38,37.39,86.88,64.66,62.0,81.67,65.94,D
23,Engineering,5.0,59.08,88.31,61.84,73.9,72.16,86.7,72.81,76.57,B
22,Engineering,3.7,86.85,59.52,78.2,73.33,45.4,74.2,94.75,71.92,C
24,Engineering,3.6,63.77,68.36,59.63,87.42,78.28,89.7,74.69,74.65,B
21,CS,6.2,86.25,46.43,57.52,76.98,62.84,81.1,87.77,67.5,D
19,Engineering,3.9,85.45,52.87,82.77,76.06,68.07,52.3,93.07,73.51,B
18,CS,6.5,79.38,62.53,84.64,61.27,43.41,24.5,93.61,68.66,C
22,Engineering,1.7,74.84,57.25,41.75,63.94,78.59,62.4,60.23,58.47,F
20,Business,4.7,68.8,75.72,77.2,71.48,56.98,77.3,70.0,74.65,B
24,CS,1.6,81.28,75.54,61.53,74.72,60.57,41.9,90.63,67.91,D
22,CS,4.4,67.88,77.84,60.98,80.11,70.17,36.1,63.8,68.59,C
18,Business,1.9,87.51,92.51,66.39,83.8,77.73,84.9,82.56,80.34,A
18,CS,3.1,98.55,35.21,54.39,81.14,67.95,85.9,91.59,65.02,D
20,Business,3.3,89.15,69.25,95.14,79.23,69.23,50.9,40.0,75.4,B
23,CS,5.7,89.15,57.94,49.5,68.35,57.79,44.4,95.03,62.15,F
19,Engineering,0.0,83.37,65.13,77.11,99.59,93.17,72.2,86.14,80.91,A
19,CS,7.4,70.53,59.95,58.36,72.89,73.74,46.6,53.0,65.15,D
18,CS,3.8,88.21,90.78,91.15,60.94,71.22,58.1,56.27,78.66,A
19,CS,4.8,85.23,64.05,44.77,76.61,51.91,81.9,68.07,62.92,F
19,Business,6.4,74.1,46.57,35.0,90.46,41.99,43.1,73.43,54.53,F
22,Engineering,4.9,72.24,71.35,70.76,100.0,48.13,90.9,68.7,76.13,B
18,Business,4.4,90.28,34.43,69.06,92.07,87.28,20.6,70.6,65.83,D
22,Business,3.5,70.01,76.42,78.52,61.37,63.84,68.6,62.4,72.47,C
24,Engineering,1.6,86.26,63.93,60.33,82.56,51.59,86.7,61.87,66.66,D
18,CS,5.2,77.05,38.09,73.58,69.58,58.92,69.8,90.95,67.64,D
23,Business,4.5,95.82,68.05,49.59,100.0,81.42,55.2,87.44,72.21,C
19,CS,1.6,96.77,46.25,38.9,70.56,75.04,99.0,79.45,61.4,F
24,Engineering,6.3,76.89,84.43,70.7,77.68,86.04,73.2,75.08,80.63,A
21,CS,6.1,73.58,78.44,75.58,60.1,85.51,100.0,86.22,81.88,A
19,Engineering,2.4,77.82,72.82,88.52,79.03,59.59,83.2,64.01,77.83,A
21,Business,0.7,74.51,63.25,65.46,60.41,63.03,65.6,100.0,67.71,D
24,Engineering,5.2,73.41,58.19,80.87,71.45,71.59,90.1,72.58,76.22,B
21,Engineering,7.8,66.54,59.37,22.61,70.15,58.62,75.4,67.51,56.16,F
18,Engineering,3.7,69.57,61.23,38.14,51.94,99.24,42.5,55.97,58.06,F
18,CS,1.7,88.16,72.68,71.14,75.71,53.62,51.9,50.73,66.39,D
19,CS,5.6,81.23,64.88,63.83,79.11,55.56,98.9,62.66,71.28,C
22,Mathematics,6.4,69.51,58.5,91.76,96.96,64.55,71.6,71.85,81.0,A
18,Engineering,5.3,76.51,80.03,87.14,73.94,86.81,70.7,44.21,80.4,A
24,CS,7.2,78.14,59.31,74.65,80.19,56.41,65.7,70.08,71.92,C
23,Business,2.5,73.48,47.17,45.1,76.19,56.04,100.0,96.64,63.71,D
22,Mathematics,4.8,100.0,81.8,38.66,69.65,64.74,74.2,86.67,66.6,D
23,Business,5.0,93.19,68.15,52.82,70.87,92.16,71.7,60.6,69.66,C
21,Engineering,2.5,71.82,62.93,66.34,83.15,60.76,62.3,85.5,70.1,C
22,CS,3.1,83.2,60.2,52.9,64.3,75.11,52.6,97.54,65.39,D
20,Business,7.4,88.24,58.97,38.52,69.01,54.39,65.8,77.6,59.9,F
21,Engineering,5.6,81.78,77.09,60.54,54.45,61.82,90.9,91.63,72.07,C
23,Business,3.3,69.28,87.12,68.59,84.85,65.97,71.5,90.33,78.46,A
24,Engineering,5.6,77.38,51.48,69.77,75.96,67.72,39.2,72.83,66.78,D
23,Engineering,2.0,85.54,49.56,68.46,66.39,84.25,82.0,90.01,71.25,C
22,Mathematics,6.3,76.37,61.13,74.71,88.23,63.76,58.1,38.58,70.26,C
21,CS,3.9,88.63,71.62,82.65,68.16,99.67,70.7,78.14,81.13,A
24,Business,0.0,75.0,72.39,49.28,68.38,84.18,100.0,79.12,70.06,C
19,Engineering,2.2,78.56,75.3,74.31,53.45,63.09,34.5,59.32,65.32,D
19,Business,5.3,63.85,54.81,45.24,84.51,95.37,45.5,83.56,67.07,D
24,Business,4.6,85.23,77.6,74.63,84.52,52.43,89.3,77.83,77.46,A
18,Mathematics,4.8,76.82,64.24,79.69,67.33,68.32,85.2,74.52,75.47,B
19,Engineering,5.7,87.68,74.93,75.88,70.59,67.53,48.4,70.67,73.22,B
22,Business,6.8,86.42,55.32,51.52,63.92,99.43,56.3,98.41,69.89,C
24,CS,6.1,83.63,64.09,70.1,58.82,62.43,69.9,51.91,67.27,D
22,CS,3.3,81.1,90.58,63.29,36.48,74.68,74.9,86.55,71.57,C
21,CS,1.2,69.64,47.24,69.05,84.59,98.81,85.1,88.12,75.6,B
22,Business,4.0,82.8,62.06,55.99,74.93,73.87,78.6,39.28,65.32,D
19,Business,5.1,83.06,34.5,75.19,66.31,52.62,72.7,100.0,67.12,D
23,Business,5.8,85.15,77.54,54.78,82.27,77.31,60.9,96.83,74.55,B
24,Business,0.5,79.7,48.0,86.2,80.81,72.71,50.2,88.65,72.62,C
22,CS,5.8,55.07,74.65,51.37,93.72,76.68,27.8,82.74,69.86,C
18,CS,3.9,74.06,71.16,51.6,76.17,73.89,50.1,78.73,67.05,D
21,Business,5.3,85.63,57.39,56.95,88.67,57.1,89.1,83.04,70.29,C
23,Engineering,2.7,70.97,74.9,54.19,100.0,78.17,61.2,99.86,75.42,B
21,CS,5.8,77.76,77.65,76.62,72.69,85.61,97.3,78.06,82.7,A
18,CS,2.4,88.85,56.21,35.55,69.39,61.75,76.2,79.41,58.34,F
20,Business,5.9,66.49,53.97,56.44,81.89,72.08,95.5,89.56,72.28,C
22,CS,4.1,79.04,43.59,58.52,70.31,75.51,64.4,75.73,64.21,D
18,Business,5.1,77.86,47.18,64.02,84.16,60.89,75.9,92.83,69.82,C
24,Engineering,3.8,90.66,45.94,63.46,73.32,63.3,90.2,51.59,64.8,D
21,Business,2.9,67.76,60.71,57.65,86.33,86.81,58.7,61.99,68.93,C
18,Business,5.0,63.57,57.57,71.13,77.73,81.53,63.1,86.47,74.2,B
18,CS,5.9,60.95,82.5,71.66,35.32,70.34,87.1,73.3,72.84,B
19,Engineering,3.8,56.4,54.03,82.68,60.81,94.21,88.0,50.32,74.6,B
21,Business,3.1,94.27,71.67,47.61,78.78,85.17,49.2,64.06,66.09,D
23,Mathematics,2.1,76.45,65.25,71.91,78.65,88.92,100.0,70.81,77.89,A
23,Mathematics,2.1,78.2,58.76,57.88,63.51,55.97,57.0,77.59,61.55,F
18,Engineering,7.4,80.65,60.14,61.07,59.54,40.24,97.3,69.98,65.74,D
22,Business,5.7,81.85,66.44,90.09,87.56,81.64,54.8,78.78,81.9,A
19,Engineering,4.2,99.16,94.78,64.28,86.8,70.59,21.8,64.04,72.53,C
18,CS,6.6,77.94,81.15,68.07,62.48,84.1,63.3,83.28,76.6,B
21,Business,4.0,68.99,64.35,47.7,86.38,67.08,83.5,100.0,70.55,C
24,Business,3.3,81.06,73.0,75.32,77.16,79.58,70.1,89.52,78.32,A
20,Engineering,4.5,83.3,69.03,56.11,85.8,54.41,81.4,98.6,71.92,C
24,Engineering,5.9,76.57,65.37,80.42,72.68,56.51,74.6,98.88,76.88,B
24,CS,3.9,87.01,75.19,68.36,100.0,72.75,76.2,46.07,75.64,B
24,Mathematics,6.8,96.7,65.3,69.52,71.32,54.57,65.7,75.57,70.33,C
20,CS,4.7,68.89,41.43,35.43,88.74,58.41,41.9,90.87,56.61,F
22,Engineering,6.3,75.22,72.45,50.16,85.99,77.72,67.6,75.86,71.59,C
19,CS,7.1,75.14,70.58,70.77,73.12,93.15,81.6,72.33,79.23,A
23,CS,4.1,85.21,93.58,62.2,84.01,69.4,100.0,75.55,79.99,A
21,Business,4.1,84.12,45.61,71.45,54.98,65.53,84.4,74.51,66.57,D
18,Business,7.5,78.68,51.21,76.78,74.02,74.74,52.5,100.0,74.59,B
24,Mathematics,7.0,86.19,43.34,56.44,75.98,85.87,52.7,80.46,66.69,D
18,Mathematics,3.1,78.1,61.99,70.57,82.0,89.44,65.7,78.33,75.24,B
23,Business,6.1,55.98,59.67,52.68,93.11,55.55,69.6,78.82,67.93,D
19,Mathematics,5.3,70.07,88.51,42.96,93.35,60.11,58.5,64.19,68.53,C
24,Business,3.9,92.49,44.4,58.7,85.31,57.7,59.6,84.09,64.26,D
23,Engineering,6.0,74.73,85.14,57.51,66.89,93.55,69.9,90.62,77.4,A
22,CS,4.2,98.57,66.68,30.82,73.32,100.0,76.5,44.55,62.78,F
23,CS,3.4,81.95,56.02,63.79,75.6,64.66,40.8,76.43,64.8,D
24,CS,6.4,82.07,94.7,60.5,71.72,83.29,95.7,65.71,79.68,A
18,Engineering,3.2,75.13,72.68,76.12,48.16,54.14,77.4,80.13,70.07,C
19,CS,4.0,94.96,68.19,44.86,86.89,72.45,91.7,63.71,68.54,C
24,Business,1.4,79.22,79.85,68.87,60.97,90.76,71.6,72.29,74.48,B
20,Engineering,3.4,92.6,69.64,78.12,80.65,56.96,33.3,80.92,71.13,C
20,Business,8.0,67.54,54.17,71.98,72.62,93.24,75.7,69.09,75.79,B
18,CS,2.8,68.01,35.75,78.32,54.9,66.72,64.3,94.55,66.17,D
22,Business,6.0,100.0,53.32,44.67,82.08,50.65,20.8,45.69,53.62,F
23,CS,2.8,86.45,69.38,78.51,96.5,67.64,43.5,67.14,74.51,B
22,Business,5.6,76.33,71.39,57.1,85.94,78.57,99.6,98.37,78.68,A
20,Business,5.7,79.23,70.41,71.0,55.45,78.23,56.6,86.1,72.55,C
23,Business,3.4,83.87,50.18,44.97,57.18,78.43,56.9,64.56,57.71,F
19,CS,5.5,99.8,67.04,80.03,77.14,34.35,41.6,78.16,68.87,C
23,Business,4.7,80.29,68.16,46.73,65.78,39.83,58.9,78.48,59.58,F
19,Engineering,3.5,99.63,83.15,49.63,78.69,58.02,48.2,56.85,64.28,D
18,CS,3.2,66.96,75.1,55.35,70.46,75.3,35.8,80.09,66.68,D
23,Mathematics,3.7,63.2,74.04,71.37,89.52,80.78,72.9,51.26,76.03,B
19,CS,1.2,81.57,78.05,64.37,83.26,74.63,80.9,66.42,73.94,B
19,Engineering,5.1,95.76,81.7,43.39,90.03,65.86,73.6,75.43,70.19,C
18,Business,5.5,79.25,58.43,70.84,71.25,89.73,80.7,64.71,74.38,B
19,CS,4.7,83.54,75.87,62.11,73.82,78.05,38.9,85.5,71.38,C
18,Engineering,5.7,90.46,63.43,50.27,82.99,59.0,59.4,100.0,67.86,D
19,Engineering,3.6,71.6,73.32,47.65,84.46,77.25,80.7,68.81,69.97,C
23,Engineering,3.2,62.17,46.17,49.69,75.17,63.32,62.4,58.56,58.61,F
20,CS,5.1,83.19,76.5,61.15,96.1,69.83,77.2,82.12,77.02,B
20,Business,6.9,72.48,76.96,65.41,72.14,80.45,61.4,78.93,75.39,B
24,Business,0.4,78.85,97.85,63.78,65.21,78.38,53.4,83.32,74.11,B
20,CS,2.8,58.37,56.55,51.59,70.07,68.77,88.5,72.99,65.16,D
22,Engineering,2.6,84.69,67.56,61.41,83.97,74.03,66.3,66.05,70.17,C
21,CS,2.7,71.69,64.65,72.34,78.74,55.09,83.7,64.31,70.86,C
24,CS,4.6,85.06,44.47,62.05,67.63,100.0,56.2,69.61,67.53,D
22,CS,4.0,60.94,60.79,78.2,78.22,82.23,59.8,80.4,75.71,B
22,CS,5.1,73.92,84.31,54.24,79.75,39.09,47.7,47.43,63.02,F
18,Engineering,5.0,88.24,40.46,47.01,68.58,78.76,98.5,93.12,65.96,D
23,Business,5.0,100.0,75.4,59.57,67.56,78.51,77.0,79.74,73.04,B
23,Engineering,0.7,92.13,67.89,44.31,61.85,82.39,68.2,76.37,63.31,F
23,CS,7.0,75.77,72.51,68.47,84.43,78.78,90.0,71.19,79.14,A
19,Business,3.6,84.62,42.12,74.29,75.18,56.3,67.8,81.55,67.17,D
23,Engineering,7.7,83.81,62.46,81.2,62.26,68.73,89.1,69.35,76.2,B
21,Engineering,7.2,60.04,56.19,100.0,92.21,47.7,41.4,82.89,78.25,A
23,CS,6.4,72.01,48.03,57.53,67.99,79.15,80.2,78.34,67.99,D
22,Business,4.2,73.2,51.24,45.63,85.69,77.72,68.7,86.21,66.04,D
19,CS,3.7,79.85,63.38,53.06,85.09,62.59,100.0,79.29,70.52,C
20,Business,2.9,87.81,84.64,49.21,60.72,72.0,73.9,92.62,69.7,C
23,Business,3.0,100.0,70.0,76.66,52.56,48.47,73.8,95.43,70.58,C
21,Mathematics,4.1,89.32,50.65,85.5,77.05,83.16,43.5,100.0,76.21,B
20,Business,6.1,64.05,59.99,82.55,85.65,56.36,38.3,94.92,74.44,B
18,CS,4.7,87.53,88.73,47.31,59.55,71.42,87.6,96.28,72.32,C
24,Mathematics,2.2,75.72,84.27,49.96,69.49,87.32,79.8,74.59,71.9,C
23,CS,6.8,83.03,40.95,67.27,76.14,67.24,89.6,70.28,69.27,C
24,Business,4.7,82.54,49.49,37.3,78.87,47.69,69.6,59.01,55.28,F
22,CS,4.0,94.99,91.01,76.48,77.92,47.76,82.0,76.73,77.87,A
19,CS,1.8,78.24,47.5,61.67,93.91,74.41,63.9,72.49,67.79,D
24,CS,4.1,70.56,69.27,52.66,100.0,85.9,73.5,83.9,75.33,B
19,CS,2.5,80.66,49.81,55.74,65.06,50.19,48.4,100.0,60.06,F
23,Business,3.9,84.38,76.02,82.03,97.79,71.37,85.0,83.77,84.01,A
20,Business,3.7,98.4,35.53,70.63,82.42,49.97,57.1,72.06,62.92,F
24,CS,4.4,71.41,65.84,43.67,60.4,69.03,60.9,59.46,59.92,F
20,Engineering,4.3,68.03,76.28,75.16,74.61,57.99,70.6,70.07,73.91,B
21,Engineering,3.1,63.41,27.9,59.66,91.52,78.7,73.3,100.0,67.89,D
20,Engineering,6.2,83.17,56.97,38.65,76.31,86.12,95.8,67.27,66.76,D
24,Business,4.6,79.08,63.76,47.61,65.26,58.83,67.5,51.03,59.8,F
24,CS,2.1,98.01,69.59,63.7,74.38,67.45,94.5,61.62,70.96,C
20,CS,6.0,100.0,100.0,63.98,84.37,79.55,93.6,58.85,82.03,A
24,Engineering,6.9,59.2,77.87,58.15,75.24,63.38,85.6,68.98,72.72,C
19,Engineering,5.9,90.79,56.76,65.34,64.59,95.08,72.9,62.28,71.37,C
18,CS,3.3,69.31,72.6,60.92,81.8,80.8,62.1,70.93,72.14,C
18,Mathematics,5.3,74.31,66.76,68.13,71.96,71.69,100.0,95.98,77.59,A
20,CS,2.6,89.26,91.78,69.1,76.85,61.91,44.0,85.67,74.17,B
24,CS,5.9,63.23,68.72,30.16,85.39,56.83,100.0,85.0,65.58,D
23,CS,4.3,84.64,77.24,96.94,58.13,62.17,53.9,80.49,78.16,A
18,CS,4.0,73.68,77.79,75.47,70.75,69.23,70.9,64.57,74.74,B
20,CS,5.2,77.07,68.88,66.96,78.3,77.99,56.8,56.32,71.22,C
24,CS,4.0,80.53,65.76,57.62,68.05,54.41,69.0,77.26,65.43,D
19,Business,1.9,80.21,70.59,35.06,71.83,60.61,65.0,78.74,59.83,F
19,CS,3.1,70.31,62.4,79.29,82.93,59.42,81.2,76.75,74.96,B
20,CS,7.5,69.94,41.43,46.34,82.55,51.47,83.3,63.06,60.68,F
22,Business,7.1,87.42,79.59,82.65,82.33,86.76,65.2,79.83,84.13,A
19,Business,5.5,86.8,28.68,40.84,73.75,35.35,100.0,91.13,56.22,F
23,Engineering,0.0,68.97,68.78,64.78,79.77,68.38,61.5,88.25,70.39,C
18,Engineering,5.0,82.13,83.01,56.24,59.53,58.53,88.8,71.44,69.71,C
18,CS,2.6,91.0,51.03,42.41,81.21,88.02,91.2,69.59,65.69,D
23,Business,2.5,68.51,61.02,67.3,78.34,68.81,54.5,50.63,66.23,D
20,Mathematics,4.3,93.56,83.19,50.54,92.59,77.08,96.4,60.25,75.07,B
18,Business,4.4,83.05,56.01,59.91,81.71,55.42,100.0,74.91,69.44,C
23,Mathematics,7.7,83.78,54.46,51.06,69.03,78.36,62.3,94.41,67.84,D
21,Engineering,6.5,84.43,63.14,60.97,96.93,76.04,56.9,92.3,75.03,B
18,Business,2.9,92.06,71.99,31.7,83.28,55.81,58.6,86.87,60.77,F
23,Engineering,7.2,90.22,39.81,46.12,72.73,68.57,61.7,78.26,60.59,F
19,CS,4.6,76.77,64.48,75.21,69.79,50.18,75.2,67.76,70.05,C
22,Business,2.2,71.91,73.48,42.94,66.46,71.94,100.0,67.44,66.18,D
23,Engineering,4.0,83.05,75.11,100.0,75.0,30.42,78.4,73.12,77.99,A
19,Mathematics,1.9,75.34,66.54,55.33,84.08,70.45,42.9,71.14,65.44,D
21,Business,7.7,74.66,69.46,75.95,48.71,74.51,96.0,59.41,74.55,B
18,Mathematics,4.5,48.78,63.5,77.59,75.8,58.63,63.2,54.45,70.16,C
22,Engineering,6.5,84.27,74.36,29.25,60.11,63.28,35.8,68.35,55.82,F
24,Business,6.4,66.14,61.56,48.38,60.12,66.54,81.1,87.95,65.93,D
22,CS,3.9,60.0,71.04,61.29,76.54,67.07,82.5,61.55,70.49,C
20,Business,4.8,83.1,62.95,89.69,52.43,28.71,87.0,68.71,69.64,C
21,CS,4.9,67.23,64.32,86.83,100.0,69.97,88.7,71.32,82.86,A
24,Engineering,5.9,84.71,57.07,86.03,81.47,64.74,89.9,75.71,78.67,A
24,CS,2.7,100.0,91.86,77.27,89.02,56.0,87.3,89.98,82.38,A
24,CS,4.3,82.4,32.49,66.71,73.15,81.7,89.9,73.98,68.28,D
20,Business,8.5,71.9,71.28,67.13,91.28,71.26,87.4,60.43,77.81,A
23,Engineering,4.9,81.09,64.59,53.4,97.86,83.86,79.5,78.85,74.48,B
19,Engineering,5.2,68.45,65.64,68.53,76.1,48.99,80.9,72.33,70.37,C
20,CS,6.2,92.73,40.9,54.81,76.16,94.12,89.5,75.88,69.8,C
18,CS,3.1,75.51,67.39,61.29,67.94,88.66,88.1,54.06,71.12,C
18,Engineering,6.3,82.54,53.2,49.41,71.62,64.11,86.2,67.87,64.38,D
18,Business,3.5,69.79,74.39,40.33,97.69,64.23,100.0,72.25,70.24,C
22,CS,0.3,69.32,55.73,55.89,74.02,86.76,63.3,77.55,66.26,D
19,CS,1.5,100.0,64.3,81.99,80.07,77.89,89.1,41.46,74.96,B
19,Engineering,5.2,61.69,55.83,48.23,76.04,100.0,89.8,93.85,73.01,B
24,CS,6.6,63.15,63.03,84.81,63.77,69.89,100.0,79.88,79.39,A
22,CS,1.2,87.86,81.22,56.98,72.46,70.02,91.2,84.47,72.88,B
21,CS,6.4,89.06,64.15,51.39,73.39,45.38,52.0,42.62,58.72,F
19,Business,1.8,76.8,53.95,38.76,77.99,80.09,48.6,94.32,61.32,F
20,CS,4.7,84.94,69.5,30.27,76.98,66.72,100.0,67.15,63.6,D
20,Engineering,5.4,63.68,93.24,64.95,82.03,65.68,41.7,58.9,73.05,B
20,Business,5.8,82.85,76.12,54.35,74.05,91.54,68.1,68.14,72.89,B
19,Business,3.4,79.84,73.23,60.48,79.15,81.18,69.4,83.84,73.86,B
21,CS,5.8,66.91,59.61,100.0,70.64,53.5,71.0,65.33,77.08,A
21,Business,4.7,57.42,80.11,36.02,80.0,71.11,84.4,88.47,69.13,C
21,CS,5.3,77.62,56.02,76.02,66.03,93.28,43.5,62.52,71.16,C
19,Engineering,5.9,79.76,90.99,45.62,93.16,81.38,99.4,67.56,77.71,A
22,CS,6.1,91.26,56.27,40.88,78.84,84.34,84.1,74.54,66.91,D
20,Mathematics,7.1,78.33,47.84,95.76,77.47,68.34,95.1,70.35,80.26,A
20,CS,3.1,67.27,75.2,36.09,78.99,47.94,60.8,92.25,61.76,F
22,CS,2.3,100.0,35.94,92.11,84.23,77.99,81.9,68.56,75.35,B
20,Mathematics,4.6,85.54,60.54,41.92,91.66,96.25,31.4,53.86,63.7,D
21,CS,6.7,77.13,34.99,36.84,77.58,84.68,91.0,71.1,61.95,F
19,CS,2.9,87.43,60.88,66.92,81.68,95.85,27.4,82.1,71.28,C
24,Engineering,4.5,100.0,54.41,55.63,72.54,68.45,77.3,72.62,65.96,D
23,Business,5.8,70.89,56.4,76.7,71.24,91.23,44.0,83.18,74.28,B
20,Business,6.2,92.62,69.86,55.99,78.53,72.26,76.0,70.67,71.15,C
22,Engineering,6.2,77.51,50.65,64.8,62.32,51.77,80.6,50.46,62.89,F
18,CS,2.8,96.19,65.88,69.85,73.91,90.23,66.0,86.26,75.38,B
19,Engineering,4.7,96.09,68.56,47.03,54.86,68.0,45.2,77.19,60.84,F
20,CS,7.9,83.01,66.4,88.23,59.59,48.52,69.7,69.85,73.87,B
21,CS,4.1,61.11,74.72,48.03,64.34,75.01,54.0,75.82,65.29,D
22,Mathematics,3.9,78.93,57.28,46.82,93.58,78.05,72.3,62.77,66.7,D
20,Mathematics,3.6,73.78,45.75,70.01,67.74,78.49,59.9,100.0,69.88,C
24,Business,5.2,73.34,29.31,50.03,70.76,65.22,43.2,62.59,54.45,F
20,Business,4.3,84.8,55.1,83.61,68.57,53.24,63.4,69.61,69.83,C
24,CS,7.1,70.09,57.51,73.74,72.89,62.61,62.7,53.93,69.16,C
19,CS,4.1,76.95,69.57,79.61,93.24,76.52,78.2,84.9,81.62,A
18,Mathematics,2.1,99.65,55.75,77.15,75.15,68.35,74.7,67.43,71.08,C
24,Mathematics,4.0,86.62,41.79,62.45,61.31,34.92,92.2,65.6,59.31,F
21,Engineering,2.0,70.01,33.34,79.02,62.97,60.4,54.9,94.32,64.8,D
22,Mathematics,2.0,72.1,56.46,36.73,62.53,100.0,93.7,93.45,66.41,D
22,Mathematics,6.2,80.17,28.62,64.04,71.47,74.89,63.9,75.56,63.94,D
20,Business,7.1,94.66,82.98,69.66,85.92,69.34,77.3,91.12,81.18,A
19,Business,4.3,96.05,52.1,80.58,70.95,62.45,61.0,67.12,69.57,C
22,Mathematics,2.6,81.23,58.57,39.27,61.54,85.17,100.0,100.0,66.8,D
23,CS,5.2,78.73,70.96,76.68,81.85,63.93,82.0,97.07,79.57,A
18,CS,3.5,84.12,94.57,66.03,80.41,73.76,77.4,94.06,80.74,A
21,Business,7.1,95.53,52.68,67.94,68.24,63.49,59.5,79.45,68.12,D
22,CS,4.0,68.17,68.62,53.88,49.72,85.31,64.9,69.13,65.55,D
21,Business,2.5,84.38,54.85,61.29,92.54,86.75,70.9,90.19,73.61,B
19,Engineering,6.8,70.57,62.14,53.74,63.97,87.42,70.2,75.76,69.25,C
24,Engineering,3.7,98.74,80.18,49.42,74.8,85.62,76.5,82.77,72.7,C
24,CS,5.6,75.03,49.79,89.94,55.11,53.87,76.3,100.0,73.72,B
18,Business,4.7,78.39,57.01,85.62,62.53,82.03,82.8,73.72,76.77,B
22,Business,5.5,51.97,86.77,59.38,89.48,89.94,54.1,94.68,79.71,A
23,CS,5.0,88.36,72.84,77.14,74.73,38.95,89.4,91.01,75.3,B
19,CS,3.3,91.34,53.93,58.86,100.0,77.51,88.8,81.28,73.73,B
18,Business,3.5,77.78,64.01,81.46,65.35,83.38,90.3,76.19,77.95,A
20,Mathematics,7.3,85.38,41.49,60.39,77.29,42.51,81.3,65.34,62.7,F
18,Engineering,4.4,69.2,62.73,78.87,73.66,97.14,47.4,100.0,78.77,A
23,Engineering,7.0,62.38,36.9,53.08,47.3,49.22,58.8,63.81,53.54,F
23,Engineering,4.2,98.95,73.01,52.44,78.29,68.31,100.0,74.99,71.92,C
22,CS,6.1,100.0,91.33,43.94,76.63,60.72,70.0,76.95,69.8,C
20,CS,1.7,78.87,59.93,61.99,74.34,67.04,52.1,63.43,64.19,D
22,CS,2.0,50.0,61.53,65.39,92.05,45.22,87.8,78.33,70.13,C
21,CS,4.8,87.84,77.45,76.25,72.14,64.98,88.0,89.76,79.11,A
19,Business,2.7,68.98,54.23,58.6,74.43,87.25,48.9,57.09,64.63,D
22,Engineering,7.4,76.8,62.25,73.57,75.52,65.56,51.0,76.03,72.09,C
20,Engineering,7.6,80.33,69.01,86.97,71.66,82.62,68.7,96.47,83.35,A
21,Business,2.0,79.19,38.82,76.05,77.86,53.76,72.0,77.44,66.27,D
22,Mathematics,2.1,83.41,49.83,82.43,68.53,95.07,93.3,77.93,77.41,A
20,CS,5.6,68.54,72.69,74.94,59.5,57.22,87.0,47.62,70.79,C
24,CS,3.2,79.96,64.96,76.97,69.34,79.37,86.2,65.61,75.17,B
23,CS,3.2,80.67,89.73,44.16,96.04,82.62,60.5,86.52,74.3,B
21,Engineering,4.7,72.17,80.12,43.34,88.23,70.18,76.5,60.71,68.86,C
23,Engineering,4.8,80.86,46.8,67.84,79.76,99.14,92.8,62.51,74.48,B
19,Business,6.1,86.09,94.09,64.74,73.0,77.67,62.8,76.16,77.79,A
24,Business,4.9,97.01,52.15,62.22,80.44,63.03,70.3,93.48,69.44,C
20,Business,4.6,70.78,69.39,100.0,71.41,63.79,80.1,61.73,80.64,A
21,Mathematics,6.0,75.01,82.78,38.07,84.68,75.0,59.9,55.71,66.49,D
23,Mathematics,5.2,100.0,57.61,55.66,79.55,59.81,70.4,68.59,65.62,D
18,Business,0.0,76.13,60.73,55.77,60.43,85.0,61.0,85.03,65.29,D
22,Engineering,5.0,64.69,66.01,58.92,100.0,88.27,92.0,64.17,77.24,A
